,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,sex_int,title,title_num,emb_num,norm_price,Age_new
220,221,1,3,3,0,16.0,0,0,SOTON/OQ 392089,8.05,S,3.0,0,mr,3,3.0,8.05,16.0
221,222,0,2,3,0,27.0,0,0,220367,13.0,S,3.0,0,mr,3,3.0,13.0,27.0
222,223,0,3,3,0,51.0,0,0,21440,8.05,S,3.0,0,mr,3,3.0,8.05,51.0
223,224,0,3,3,0,26.5,0,0,349234,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
224,225,1,1,3,0,38.0,1,0,19943,45.0,C93,3.0,0,mr,3,3.0,45.0,38.0
225,226,0,3,3,0,22.0,0,0,PP 4348,9.35,S,3.0,0,mr,3,3.0,9.35,22.0
226,227,1,2,3,0,19.0,0,0,SW/PP 751,10.5,S,3.0,0,mr,3,3.0,10.5,19.0
227,228,0,3,3,0,20.5,0,0,A/5 21173,7.25,S,3.0,0,mr,3,3.0,7.25,20.5
228,229,0,2,3,0,18.0,0,0,236171,13.0,S,3.0,0,mr,3,3.0,13.0,18.0
229,230,0,3,1,1,21.8,3,1,4133,5.0933399999999995,S,3.0,1,miss,1,3.0,5.0933399999999995,21.8
230,231,1,1,2,1,35.0,1,0,36973,41.7375,C83,3.0,1,mrs,2,3.0,41.7375,35.0
231,232,0,3,3,0,29.0,0,0,347067,7.775,S,3.0,0,mr,3,3.0,7.775,29.0
232,233,0,2,3,0,59.0,0,0,237442,13.5,S,3.0,0,mr,3,3.0,13.5,59.0
233,234,1,3,1,1,5.0,4,2,347077,4.483928571428572,S,3.0,1,miss,1,3.0,4.483928571428572,5.0
234,235,0,2,3,0,24.0,0,0,C.A. 29566,10.5,S,3.0,0,mr,3,3.0,10.5,24.0
235,236,0,3,1,1,21.8,0,0,W./C. 6609,7.55,S,3.0,1,miss,1,3.0,7.55,21.8
236,237,0,2,3,0,44.0,1,0,26707,13.0,S,3.0,0,mr,3,3.0,13.0,44.0
237,238,1,2,1,1,8.0,0,2,C.A. 31921,8.75,S,3.0,1,miss,1,3.0,8.75,8.0
238,239,0,2,3,0,19.0,0,0,28665,10.5,S,3.0,0,mr,3,3.0,10.5,19.0
239,240,0,2,3,0,33.0,0,0,SCO/W 1585,12.275,S,3.0,0,mr,3,3.0,12.275,33.0
240,241,0,3,1,1,21.8,1,0,2665,7.2271,C,1.0,1,miss,1,1.0,7.2271,21.8
241,242,1,3,1,1,21.8,1,0,367230,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
242,243,0,2,3,0,29.0,0,0,W./C. 14263,10.5,S,3.0,0,mr,3,3.0,10.5,29.0
243,244,0,3,3,0,22.0,0,0,STON/O 2. 3101275,7.125,S,3.0,0,mr,3,3.0,7.125,22.0
244,245,0,3,3,0,30.0,0,0,2694,7.225,C,1.0,0,mr,3,1.0,7.225,30.0
245,246,0,1,7,0,44.0,2,0,19928,30.0,C78,2.0,0,dr,7,2.0,30.0,44.0
246,247,0,3,1,1,25.0,0,0,347071,7.775,S,3.0,1,miss,1,3.0,7.775,25.0
247,248,1,2,2,1,24.0,0,2,250649,4.833333333333333,S,3.0,1,mrs,2,3.0,4.833333333333333,24.0
248,249,1,1,3,0,37.0,1,1,11751,17.518066666666666,D35,3.0,0,mr,3,3.0,17.518066666666666,37.0
249,250,0,2,8,0,54.0,1,0,244252,13.0,S,3.0,0,rev,8,3.0,13.0,54.0
250,251,0,3,3,0,26.5,0,0,362316,7.25,S,3.0,0,mr,3,3.0,7.25,26.5
251,252,0,3,2,1,29.0,1,1,347054,3.4875000000000003,G6,3.0,1,mrs,2,3.0,3.4875000000000003,29.0
252,253,0,1,3,0,62.0,0,0,113514,26.55,C87,3.0,0,mr,3,3.0,26.55,62.0
253,254,0,3,3,0,30.0,1,0,A/5. 3336,8.05,S,3.0,0,mr,3,3.0,8.05,30.0
254,255,0,3,2,1,41.0,0,2,370129,6.7375,S,3.0,1,mrs,2,3.0,6.7375,41.0
255,256,1,3,2,1,29.0,0,2,2650,5.081933333333333,C,1.0,1,mrs,2,1.0,5.081933333333333,29.0
256,257,1,1,2,1,34.6,0,0,PC 17585,79.2,C,1.0,1,mrs,2,1.0,79.2,34.6
257,258,1,1,1,1,30.0,0,0,110152,86.5,B77,3.0,1,miss,1,3.0,86.5,30.0
258,259,1,1,1,1,35.0,0,0,PC 17755,512.3292,C,1.0,1,miss,1,1.0,512.3292,35.0
259,260,1,2,2,1,50.0,0,1,230433,13.0,S,3.0,1,mrs,2,3.0,13.0,50.0
260,261,0,3,3,0,26.5,0,0,384461,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
261,262,1,3,6,0,3.0,4,2,347077,4.483928571428572,S,3.0,0,master,6,3.0,4.483928571428572,3.0
262,263,0,1,3,0,52.0,1,1,110413,26.55,E67,3.0,0,mr,3,3.0,26.55,52.0
263,264,0,1,3,0,40.0,0,0,112059,0.0,B94,3.0,0,mr,3,3.0,0.0,40.0
264,265,0,3,1,1,21.8,0,0,382649,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
265,266,0,2,3,0,36.0,0,0,C.A. 17248,10.5,S,3.0,0,mr,3,3.0,10.5,36.0
266,267,0,3,3,0,16.0,4,1,3101295,6.614583333333333,S,3.0,0,mr,3,3.0,6.614583333333333,16.0
267,268,1,3,3,0,25.0,1,0,347083,3.8875,S,3.0,0,mr,3,3.0,3.8875,25.0
268,269,1,1,2,1,58.0,0,1,PC 17582,76.73125,C125,3.0,1,mrs,2,3.0,76.73125,58.0
269,270,1,1,1,1,35.0,0,0,PC 17760,135.6333,C99,3.0,1,miss,1,3.0,135.6333,35.0
270,271,0,1,3,0,41.3,0,0,113798,31.0,S,3.0,0,mr,3,3.0,31.0,41.3
271,272,1,3,3,0,25.0,0,0,LINE,0.0,S,3.0,0,mr,3,3.0,0.0,25.0
272,273,1,2,2,1,41.0,0,1,250644,9.75,S,3.0,1,mrs,2,3.0,9.75,41.0
273,274,0,1,3,0,37.0,0,1,PC 17596,14.85,C118,1.0,0,mr,3,1.0,14.85,37.0
274,275,1,3,1,1,21.8,0,0,370375,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
275,276,1,1,1,1,63.0,1,0,13502,38.97915,D7,3.0,1,miss,1,3.0,38.97915,63.0
276,277,0,3,1,1,45.0,0,0,347073,7.75,S,3.0,1,miss,1,3.0,7.75,45.0
277,278,0,2,3,0,30.7,0,0,239853,0.0,S,3.0,0,mr,3,3.0,0.0,30.7
278,279,0,3,6,0,7.0,4,1,382652,4.854166666666667,Q,2.0,0,master,6,2.0,4.854166666666667,7.0
279,280,1,3,2,1,35.0,1,1,C.A. 2673,6.75,S,3.0,1,mrs,2,3.0,6.75,35.0
280,281,0,3,3,0,65.0,0,0,336439,7.75,Q,2.0,0,mr,3,2.0,7.75,65.0
281,282,0,3,3,0,28.0,0,0,347464,7.8542,S,3.0,0,mr,3,3.0,7.8542,28.0
282,283,0,3,3,0,16.0,0,0,345778,9.5,S,3.0,0,mr,3,3.0,9.5,16.0
283,284,1,3,3,0,19.0,0,0,A/5. 10482,8.05,S,3.0,0,mr,3,3.0,8.05,19.0
284,285,0,1,3,0,41.3,0,0,113056,26.0,A19,3.0,0,mr,3,3.0,26.0,41.3
285,286,0,3,3,0,33.0,0,0,349239,8.6625,C,1.0,0,mr,3,1.0,8.6625,33.0
286,287,1,3,3,0,30.0,0,0,345774,9.5,S,3.0,0,mr,3,3.0,9.5,30.0
287,288,0,3,3,0,22.0,0,0,349206,7.8958,S,3.0,0,mr,3,3.0,7.8958,22.0
288,289,1,2,3,0,42.0,0,0,237798,13.0,S,3.0,0,mr,3,3.0,13.0,42.0
289,290,1,3,1,1,22.0,0,0,370373,7.75,Q,2.0,1,miss,1,2.0,7.75,22.0
290,291,1,1,1,1,26.0,0,0,19877,78.85,S,3.0,1,miss,1,3.0,78.85,26.0
291,292,1,1,2,1,19.0,1,0,11967,45.5396,B49,1.0,1,mrs,2,1.0,45.5396,19.0
292,293,0,2,3,0,36.0,0,0,SC/Paris 2163,12.875,D,1.0,0,mr,3,1.0,12.875,36.0
293,294,0,3,1,1,24.0,0,0,349236,8.85,S,3.0,1,miss,1,3.0,8.85,24.0
294,295,0,3,3,0,24.0,0,0,349233,7.8958,S,3.0,0,mr,3,3.0,7.8958,24.0
295,296,0,1,3,0,41.3,0,0,PC 17612,27.7208,C,1.0,0,mr,3,1.0,27.7208,41.3
296,297,0,3,3,0,23.5,0,0,2693,7.2292,C,1.0,0,mr,3,1.0,7.2292,23.5
297,298,0,1,1,1,2.0,1,2,113781,37.8875,C22 C26,3.0,1,miss,1,3.0,37.8875,2.0
298,299,1,1,3,0,41.3,0,0,19988,30.5,C106,3.0,0,mr,3,3.0,30.5,41.3
299,300,1,1,2,1,50.0,0,1,PC 17558,123.7604,B58 B60,1.0,1,mrs,2,1.0,123.7604,50.0
300,301,1,3,1,1,21.8,0,0,9234,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
301,302,1,3,3,0,26.5,2,0,367226,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
302,303,0,3,3,0,19.0,0,0,LINE,0.0,S,3.0,0,mr,3,3.0,0.0,19.0
303,304,1,2,1,1,28.7,0,0,226593,12.35,E101,2.0,1,miss,1,2.0,12.35,28.7
304,305,0,3,3,0,26.5,0,0,A/5 2466,8.05,S,3.0,0,mr,3,3.0,8.05,26.5
305,306,1,1,6,0,0.92,1,2,113781,37.8875,C22 C26,3.0,0,master,6,3.0,37.8875,0.92
306,307,1,1,1,1,34.6,0,0,17421,110.8833,C,1.0,1,miss,1,1.0,110.8833,34.6
307,308,1,1,2,1,17.0,1,0,PC 17758,54.45,C65,1.0,1,mrs,2,1.0,54.45,17.0
308,309,0,2,3,0,30.0,1,0,P/PP 3381,12.0,C,1.0,0,mr,3,1.0,12.0,30.0
309,310,1,1,1,1,30.0,0,0,PC 17485,56.9292,E36,1.0,1,miss,1,1.0,56.9292,30.0
310,311,1,1,1,1,24.0,0,0,11767,83.1583,C54,1.0,1,miss,1,1.0,83.1583,24.0
311,312,1,1,1,1,18.0,2,2,PC 17608,52.475,B57 B59 B63 B66,1.0,1,miss,1,1.0,52.475,18.0
312,313,0,2,2,1,26.0,1,1,250651,8.666666666666666,S,3.0,1,mrs,2,3.0,8.666666666666666,26.0
313,314,0,3,3,0,28.0,0,0,349243,7.8958,S,3.0,0,mr,3,3.0,7.8958,28.0
314,315,0,2,3,0,43.0,1,1,F.C.C. 13529,8.75,S,3.0,0,mr,3,3.0,8.75,43.0
315,316,1,3,1,1,26.0,0,0,347470,7.8542,S,3.0,1,miss,1,3.0,7.8542,26.0
316,317,1,2,2,1,24.0,1,0,244367,13.0,S,3.0,1,mrs,2,3.0,13.0,24.0
317,318,0,2,7,0,54.0,0,0,29011,14.0,S,3.0,0,dr,7,3.0,14.0,54.0
318,319,1,1,1,1,31.0,0,2,36928,54.95556666666667,C7,3.0,1,miss,1,3.0,54.95556666666667,31.0
319,320,1,1,2,1,40.0,1,1,16966,44.833333333333336,E34,1.0,1,mrs,2,1.0,44.833333333333336,40.0
320,321,0,3,3,0,22.0,0,0,A/5 21172,7.25,S,3.0,0,mr,3,3.0,7.25,22.0
321,322,0,3,3,0,27.0,0,0,349219,7.8958,S,3.0,0,mr,3,3.0,7.8958,27.0
322,323,1,2,1,1,30.0,0,0,234818,12.35,Q,2.0,1,miss,1,2.0,12.35,30.0
323,324,1,2,2,1,22.0,1,1,248738,9.666666666666666,S,3.0,1,mrs,2,3.0,9.666666666666666,22.0
324,325,0,3,3,0,26.5,8,2,CA. 2343,6.322727272727272,S,3.0,0,mr,3,3.0,6.322727272727272,26.5
325,326,1,1,1,1,36.0,0,0,PC 17760,135.6333,C32,1.0,1,miss,1,1.0,135.6333,36.0
326,327,0,3,3,0,61.0,0,0,345364,6.2375,S,3.0,0,mr,3,3.0,6.2375,61.0
327,328,1,2,2,1,36.0,0,0,28551,13.0,D,3.0,1,mrs,2,3.0,13.0,36.0
328,329,1,3,2,1,31.0,1,1,363291,6.841666666666666,S,3.0,1,mrs,2,3.0,6.841666666666666,31.0
329,330,1,1,1,1,16.0,0,1,111361,28.9896,B18,1.0,1,miss,1,1.0,28.9896,16.0
330,331,1,3,1,1,21.8,2,0,367226,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
331,332,0,1,3,0,45.5,0,0,113043,28.5,C124,3.0,0,mr,3,3.0,28.5,45.5
332,333,0,1,3,0,38.0,0,1,PC 17582,76.73125,C91,3.0,0,mr,3,3.0,76.73125,38.0
333,334,0,3,3,0,16.0,2,0,345764,6.0,S,3.0,0,mr,3,3.0,6.0,16.0
334,335,1,1,2,1,34.6,1,0,PC 17611,66.825,S,3.0,1,mrs,2,3.0,66.825,34.6
335,336,0,3,3,0,26.5,0,0,349225,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
336,337,0,1,3,0,29.0,1,0,113776,33.3,C2,3.0,0,mr,3,3.0,33.3,29.0
337,338,1,1,1,1,41.0,0,0,16966,134.5,E40,1.0,1,miss,1,1.0,134.5,41.0
338,339,1,3,3,0,45.0,0,0,7598,8.05,S,3.0,0,mr,3,3.0,8.05,45.0
339,340,0,1,3,0,45.0,0,0,113784,35.5,T,3.0,0,mr,3,3.0,35.5,45.0
340,341,1,2,6,0,2.0,1,1,230080,8.666666666666666,F2,3.0,0,master,6,3.0,8.666666666666666,2.0
341,342,1,1,1,1,24.0,3,2,19950,43.833333333333336,C23 C25 C27,3.0,1,miss,1,3.0,43.833333333333336,24.0
342,343,0,2,3,0,28.0,0,0,248740,13.0,S,3.0,0,mr,3,3.0,13.0,28.0
343,344,0,2,3,0,25.0,0,0,244361,13.0,S,3.0,0,mr,3,3.0,13.0,25.0
344,345,0,2,3,0,36.0,0,0,229236,13.0,S,3.0,0,mr,3,3.0,13.0,36.0
345,346,1,2,1,1,24.0,0,0,248733,13.0,F33,3.0,1,miss,1,3.0,13.0,24.0
346,347,1,2,1,1,40.0,0,0,31418,13.0,S,3.0,1,miss,1,3.0,13.0,40.0
347,348,1,3,2,1,21.8,1,0,386525,8.05,S,3.0,1,mrs,2,3.0,8.05,21.8
348,349,1,3,6,0,3.0,1,1,C.A. 37671,5.3,S,3.0,0,master,6,3.0,5.3,3.0
349,350,0,3,3,0,42.0,0,0,315088,8.6625,S,3.0,0,mr,3,3.0,8.6625,42.0
350,351,0,3,3,0,23.0,0,0,7267,9.225,S,3.0,0,mr,3,3.0,9.225,23.0
351,352,0,1,3,0,41.3,0,0,113510,35.0,C128,3.0,0,mr,3,3.0,35.0,41.3
352,353,0,3,3,0,15.0,1,1,2695,2.409733333333333,C,1.0,0,mr,3,1.0,2.409733333333333,15.0
353,354,0,3,3,0,25.0,1,0,349237,8.9,S,3.0,0,mr,3,3.0,8.9,25.0
354,355,0,3,3,0,26.5,0,0,2647,7.225,C,1.0,0,mr,3,1.0,7.225,26.5
355,356,0,3,3,0,28.0,0,0,345783,9.5,S,3.0,0,mr,3,3.0,9.5,28.0
356,357,1,1,1,1,22.0,0,1,113505,27.5,E33,3.0,1,miss,1,3.0,27.5,22.0
357,358,0,2,1,1,38.0,0,0,237671,13.0,S,3.0,1,miss,1,3.0,13.0,38.0
358,359,1,3,1,1,21.8,0,0,330931,7.8792,Q,2.0,1,miss,1,2.0,7.8792,21.8
359,360,1,3,1,1,21.8,0,0,330980,7.8792,Q,2.0,1,miss,1,2.0,7.8792,21.8
360,361,0,3,3,0,40.0,1,4,347088,4.6499999999999995,S,3.0,0,mr,3,3.0,4.6499999999999995,40.0
361,362,0,2,3,0,29.0,1,0,SC/PARIS 2167,13.8604,C,1.0,0,mr,3,1.0,13.8604,29.0
362,363,0,3,2,1,45.0,0,1,2691,7.2271,C,1.0,1,mrs,2,1.0,7.2271,45.0
363,364,0,3,3,0,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,3.0,0,mr,3,3.0,7.05,35.0
364,365,0,3,3,0,26.5,1,0,370365,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
365,366,0,3,3,0,30.0,0,0,C 7076,7.25,S,3.0,0,mr,3,3.0,7.25,30.0
366,367,1,1,2,1,60.0,1,0,110813,37.625,D37,1.0,1,mrs,2,1.0,37.625,60.0
367,368,1,3,2,1,21.8,0,0,2626,7.2292,C,1.0,1,mrs,2,1.0,7.2292,21.8
368,369,1,3,1,1,21.8,0,0,14313,7.75,Q,2.0,1,miss,1,2.0,7.75,21.8
369,370,1,1,2,1,24.0,0,0,PC 17477,69.3,B35,1.0,1,mme,2,1.0,69.3,24.0
370,371,1,1,3,0,25.0,1,0,11765,27.72085,E50,1.0,0,mr,3,1.0,27.72085,25.0
371,372,0,3,3,0,18.0,1,0,3101267,3.2479,S,3.0,0,mr,3,3.0,3.2479,18.0
372,373,0,3,3,0,19.0,0,0,323951,8.05,S,3.0,0,mr,3,3.0,8.05,19.0
373,374,0,1,3,0,22.0,0,0,PC 17760,135.6333,C,1.0,0,mr,3,1.0,135.6333,22.0
374,375,0,3,1,1,3.0,3,1,349909,4.215,S,3.0,1,miss,1,3.0,4.215,3.0
375,376,1,1,2,1,34.6,1,0,PC 17604,41.0854,C,1.0,1,mrs,2,1.0,41.0854,34.6
376,377,1,3,1,1,22.0,0,0,C 7077,7.25,S,3.0,1,miss,1,3.0,7.25,22.0
377,378,0,1,3,0,27.0,0,2,113503,70.5,C82,1.0,0,mr,3,1.0,70.5,27.0
378,379,0,3,3,0,20.0,0,0,2648,4.0125,C,1.0,0,mr,3,1.0,4.0125,20.0
379,380,0,3,3,0,19.0,0,0,347069,7.775,S,3.0,0,mr,3,3.0,7.775,19.0
380,381,1,1,1,1,42.0,0,0,PC 17757,227.525,C,1.0,1,miss,1,1.0,227.525,42.0
381,382,1,3,1,1,1.0,0,2,2653,5.247233333333333,C,1.0,1,miss,1,1.0,5.247233333333333,1.0
382,383,0,3,3,0,32.0,0,0,STON/O 2. 3101293,7.925,S,3.0,0,mr,3,3.0,7.925,32.0
383,384,1,1,2,1,35.0,1,0,113789,26.0,S,3.0,1,mrs,2,3.0,26.0,35.0
384,385,0,3,3,0,26.5,0,0,349227,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
385,386,0,2,3,0,18.0,0,0,S.O.C. 14879,73.5,S,3.0,0,mr,3,3.0,73.5,18.0
386,387,0,3,6,0,1.0,5,2,CA 2144,5.8625,S,3.0,0,master,6,3.0,5.8625,1.0
387,388,1,2,1,1,36.0,0,0,27849,13.0,S,3.0,1,miss,1,3.0,13.0,36.0
388,389,0,3,3,0,26.5,0,0,367655,7.7292,Q,2.0,0,mr,3,2.0,7.7292,26.5
389,390,1,2,1,1,17.0,0,0,SC 1748,12.0,C,1.0,1,miss,1,1.0,12.0,17.0
390,391,1,1,3,0,36.0,1,2,113760,30.0,B96 B98,3.0,0,mr,3,3.0,30.0,36.0
391,392,1,3,3,0,21.0,0,0,350034,7.7958,S,3.0,0,mr,3,3.0,7.7958,21.0
392,393,0,3,3,0,28.0,2,0,3101277,2.6416666666666666,S,3.0,0,mr,3,3.0,2.6416666666666666,28.0
393,394,1,1,1,1,23.0,1,0,35273,56.6375,D36,1.0,1,miss,1,1.0,56.6375,23.0
394,395,1,3,2,1,24.0,0,2,PP 9549,5.566666666666666,G6,3.0,1,mrs,2,3.0,5.566666666666666,24.0
395,396,0,3,3,0,22.0,0,0,350052,7.7958,S,3.0,0,mr,3,3.0,7.7958,22.0
396,397,0,3,1,1,31.0,0,0,350407,7.8542,S,3.0,1,miss,1,3.0,7.8542,31.0
397,398,0,2,3,0,46.0,0,0,28403,26.0,S,3.0,0,mr,3,3.0,26.0,46.0
398,399,0,2,7,0,23.0,0,0,244278,10.5,S,3.0,0,dr,7,3.0,10.5,23.0
399,400,1,2,2,1,28.0,0,0,240929,12.65,S,3.0,1,mrs,2,3.0,12.65,28.0
400,401,1,3,3,0,39.0,0,0,STON/O 2. 3101289,7.925,S,3.0,0,mr,3,3.0,7.925,39.0
401,402,0,3,3,0,26.0,0,0,341826,8.05,S,3.0,0,mr,3,3.0,8.05,26.0
402,403,0,3,1,1,21.0,1,0,4137,4.9125,S,3.0,1,miss,1,3.0,4.9125,21.0
403,404,0,3,3,0,28.0,1,0,STON/O2. 3101279,7.925,S,3.0,0,mr,3,3.0,7.925,28.0
404,405,0,3,1,1,20.0,0,0,315096,8.6625,S,3.0,1,miss,1,3.0,8.6625,20.0
405,406,0,2,3,0,34.0,1,0,28664,10.5,S,3.0,0,mr,3,3.0,10.5,34.0
406,407,0,3,3,0,51.0,0,0,347064,7.75,S,3.0,0,mr,3,3.0,7.75,51.0
407,408,1,2,6,0,3.0,1,1,29106,6.25,S,3.0,0,master,6,3.0,6.25,3.0
408,409,0,3,3,0,21.0,0,0,312992,7.775,S,3.0,0,mr,3,3.0,7.775,21.0
409,410,0,3,1,1,21.8,3,1,4133,5.0933399999999995,S,3.0,1,miss,1,3.0,5.0933399999999995,21.8
410,411,0,3,3,0,26.5,0,0,349222,7.8958,S,3.0,0,mr,3,3.0,7.8958,26.5
411,412,0,3,3,0,26.5,0,0,394140,6.8583,Q,2.0,0,mr,3,2.0,6.8583,26.5
412,413,1,1,1,1,33.0,1,0,19928,45.0,C78,2.0,1,miss,1,2.0,45.0,33.0
413,414,0,2,3,0,30.7,0,0,239853,0.0,S,3.0,0,mr,3,3.0,0.0,30.7
414,415,1,3,3,0,44.0,0,0,STON/O 2. 3101269,7.925,S,3.0,0,mr,3,3.0,7.925,44.0
415,416,0,3,2,1,21.8,0,0,343095,8.05,S,3.0,1,mrs,2,3.0,8.05,21.8
416,417,1,2,2,1,34.0,1,1,28220,10.833333333333334,S,3.0,1,mrs,2,3.0,10.833333333333334,34.0
417,418,1,2,1,1,18.0,0,2,250652,4.333333333333333,S,3.0,1,miss,1,3.0,4.333333333333333,18.0
418,419,0,2,3,0,30.0,0,0,28228,13.0,S,3.0,0,mr,3,3.0,13.0,30.0
419,420,0,3,1,1,10.0,0,2,345773,8.049999999999999,S,3.0,1,miss,1,3.0,8.049999999999999,10.0
420,421,0,3,3,0,26.5,0,0,349254,7.8958,C,1.0,0,mr,3,1.0,7.8958,26.5
421,422,0,3,3,0,21.0,0,0,A/5. 13032,7.7333,Q,2.0,0,mr,3,2.0,7.7333,21.0
422,423,0,3,3,0,29.0,0,0,315082,7.875,S,3.0,0,mr,3,3.0,7.875,29.0
423,424,0,3,2,1,28.0,1,1,347080,4.8,S,3.0,1,mrs,2,3.0,4.8,28.0
424,425,0,3,3,0,18.0,1,1,370129,6.7375,S,3.0,0,mr,3,3.0,6.7375,18.0
425,426,0,3,3,0,26.5,0,0,A/4. 34244,7.25,S,3.0,0,mr,3,3.0,7.25,26.5
426,427,1,2,2,1,28.0,1,0,2003,13.0,S,3.0,1,mrs,2,3.0,13.0,28.0
427,428,1,2,1,1,19.0,0,0,250655,26.0,S,3.0,1,miss,1,3.0,26.0,19.0
428,429,0,3,3,0,26.5,0,0,364851,7.75,Q,2.0,0,mr,3,2.0,7.75,26.5
429,430,1,3,3,0,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,3.0,0,mr,3,3.0,8.05,32.0
430,431,1,1,3,0,28.0,0,0,110564,26.55,C52,3.0,0,mr,3,3.0,26.55,28.0
431,432,1,3,2,1,21.8,1,0,376564,8.05,S,3.0,1,mrs,2,3.0,8.05,21.8
432,433,1,2,2,1,42.0,1,0,SC/AH 3085,13.0,S,3.0,1,mrs,2,3.0,13.0,42.0
433,434,0,3,3,0,17.0,0,0,STON/O 2. 3101274,7.125,S,3.0,0,mr,3,3.0,7.125,17.0
434,435,0,1,3,0,50.0,1,0,13507,27.95,E44,3.0,0,mr,3,3.0,27.95,50.0
435,436,1,1,1,1,14.0,1,2,113760,30.0,B96 B98,3.0,1,miss,1,3.0,30.0,14.0
436,437,0,3,1,1,21.0,2,2,W./C. 6608,6.875,S,3.0,1,miss,1,3.0,6.875,21.0
437,438,1,2,2,1,24.0,2,3,29106,3.125,S,3.0,1,mrs,2,3.0,3.125,24.0
438,439,0,1,3,0,64.0,1,4,19950,43.833333333333336,C23 C25 C27,3.0,0,mr,3,3.0,43.833333333333336,64.0
439,440,0,2,3,0,31.0,0,0,C.A. 18723,10.5,S,3.0,0,mr,3,3.0,10.5,31.0
440,441,1,2,2,1,45.0,1,1,F.C.C. 13529,8.75,S,3.0,1,mrs,2,3.0,8.75,45.0
441,442,0,3,3,0,20.0,0,0,345769,9.5,S,3.0,0,mr,3,3.0,9.5,20.0
